population,metric,LZD,VAN,RD,lower,upper,LZD_lower,LZD_upper,VAN_lower,VAN_upper,valid_draws,diagnostic_gate
routine_bacterial_culture72h_shared,icu_timed__recovery,0.0865534698891082,0.142127344114093,-0.0555738742249844,-0.114925177019101,-0.000443144752900449,0.0273224806697143,0.151460156548911,0.112559156750252,0.182884636282357,2000,TRUE
routine_bacterial_culture72h_shared,icu_timed__death,0.249470421960161,0.223183884365817,0.0262865375943437,-0.0649294558078014,0.126343226101675,0.152931250278419,0.352658086375412,0.179931660752819,0.270579635228378,2000,TRUE
routine_bacterial_culture72h_shared,icu_timed__live_exit,0.540265963740466,0.585159858535707,-0.0448938947952418,-0.14559340110888,0.0586350115108945,0.431628829666652,0.648920305910603,0.525834412684695,0.637274011588791,2000,TRUE
routine_bacterial_culture72h_shared,icu_dated__recovery,0.0865534698891082,0.142127344114093,-0.0555738742249844,-0.114925177019101,-0.000443144752900449,0.0273224806697143,0.151460156548911,0.112559156750252,0.182884636282357,2000,TRUE
routine_bacterial_culture72h_shared,icu_dated__death,0.249470421960161,0.223183884365817,0.0262865375943437,-0.0649294558078014,0.126343226101675,0.152931250278419,0.352658086375412,0.179931660752819,0.270579635228378,2000,TRUE
routine_bacterial_culture72h_shared,icu_dated__live_exit,0.540265963740466,0.585159858535707,-0.0448938947952418,-0.14559340110888,0.0586350115108945,0.431628829666652,0.648920305910603,0.525834412684695,0.637274011588791,2000,TRUE
routine_bacterial_culture72h_shared,CIF_area_days,2.02502195980413,2.60985432632214,-0.584832366518008,-1.40487263845394,0.153741861018728,1.12382737884323,2.94443893703748,2.17040383027389,3.15273125296903,2000,TRUE
routine_bacterial_culture72h_shared,never_threshold,0.59114848378769,0.532786494108775,0.0583619896789154,-0.0493342963443877,0.165610709857965,0.478682246373185,0.701100097937439,0.47224113023113,0.592090799648983,2000,TRUE
routine_bacterial_culture72h_shared,unconfirmed_observed_low,0.135257479458911,0.0840232445239592,0.051234234934952,-0.028954647128181,0.138776445130063,0.0516258023930072,0.217135275512345,0.0594874015682294,0.106787370789802,2000,TRUE
routine_bacterial_culture72h_shared,unconfirmed_insufficient_clock,0.0315484015777073,0.0360819794426404,-0.00453357786493311,-0.0409620954653114,0.0449920175560969,0,0.0803809858703422,0.0222081577357674,0.0516351673110135,2000,TRUE
routine_bacterial_culture72h_shared,unconfirmed_no_late_measurement,0.0298899573143142,0.0243924496493756,0.00549750766493862,-0.0296988572618391,0.0505194394841501,0,0.0755190075544583,0.0140471812577942,0.0364798225895527,2000,TRUE
routine_bacterial_culture72h_shared,hospital_tests,14.488483158474,15.0635187743537,-0.57503561587979,-3.17441795215306,2.08257475401612,11.8722491022369,17.0265905836964,14.0448981219325,16.0879647451964,2000,TRUE
routine_bacterial_culture72h_shared,hospital_days,8.67540514866756,9.04333627728824,-0.367931128620677,-1.69203896246296,0.899569433846579,7.32595822586117,9.9103943919033,8.65142889745489,9.44590632446433,2000,TRUE
routine_bacterial_culture72h_shared,hospital_mean_person_tests_per_day,2.00669513553502,1.78179346491276,0.224901670622268,-0.0708538040935388,0.517664139901242,1.68913450394388,2.32666445190866,1.65491975067964,1.92197107890761,2000,TRUE
routine_bacterial_culture72h_shared,physical_tests,9.36349229824088,9.84958449545323,-0.486092197212349,-2.80062843143319,1.92667827948331,7.01116792213859,11.7745560470283,8.6965093308123,10.9845772573832,2000,TRUE
routine_bacterial_culture72h_shared,physical_days,4.59473414806185,4.84260041569063,-0.247866267628776,-1.31044308356867,0.85646199328683,3.52951228530045,5.67053410444669,4.42807625425011,5.25055853807332,2000,TRUE
routine_bacterial_culture72h_shared,physical_mean_person_tests_per_day,2.2401613454689,2.02920530467818,0.210956040790715,-0.105946665622741,0.526828356699205,1.89878809142403,2.58048823975491,1.88168917589353,2.17485706512441,2000,TRUE
routine_bacterial_culture72h_shared,hospital_pooled_tests_per_day,1.67006415379911,1.66570370850687,0.004360445292241,-0.159817949596393,0.18616383737545,1.48000208554648,1.85769824495349,1.57339882224839,1.75665103313064,2000,TRUE
routine_bacterial_culture72h_shared,physical_pooled_tests_per_day,2.03787466184319,2.03394532894751,0.00392933289567354,-0.256471935247712,0.297979740578253,1.75333494638836,2.33105506299836,1.90330434993632,2.1588687531375,2000,TRUE
